"DeviceID","DeviceType","Model","Location","HealthStatus","UptimeDays","FirmwareVersion","LastSeen","CPUUtilization","MemoryUtilization","PortUtilization"
"NET-0813","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","293","17.6.4","2026-02-19 00:52:42","12","60","0"
"NET-0814","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","187","17.6.1","2026-02-19 05:52:42","74","35","0"
"NET-0815","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","296","17.7.1","2026-02-19 04:52:42","16","29","0"
"NET-0816","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","230","17.6.4","2026-02-19 05:52:42","50","50","0"
"NET-0817","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","166","17.8.4","2026-02-18 19:52:42","52","27","0"
"NET-0818","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","243","17.7.4","2026-02-19 04:52:42","33","60","0"
"NET-0819","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","137","17.8.1","2026-02-18 21:52:42","61","47","0"
"NET-0820","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","153","17.6.2","2026-02-19 01:52:42","54","39","0"
"NET-0821","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","331","17.7.1","2026-02-18 19:52:42","11","33","0"
"NET-0822","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","260","17.7.3","2026-02-19 00:52:42","56","77","0"
"NET-0823","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","123","17.7.2","2026-02-19 13:52:42","64","33","0"
"NET-0824","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","362","17.8.2","2026-02-19 12:52:42","36","25","0"
"NET-0825","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","289","17.7.3","2026-02-18 21:52:42","50","20","0"
"NET-0826","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","111","17.6.4","2026-02-19 01:52:42","29","59","0"
"NET-0827","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","291","17.8.3","2026-02-19 01:52:42","71","42","0"
"NET-0828","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","155","17.6.2","2026-02-19 02:52:42","42","54","0"
"NET-0829","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","247","17.8.3","2026-02-18 19:52:42","69","40","0"
"NET-0830","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","186","17.7.2","2026-02-19 15:52:42","69","31","0"
"NET-0831","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","16","17.8.3","2026-02-19 10:52:42","69","68","0"
"NET-0832","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","295","17.8.1","2026-02-18 19:52:42","57","37","0"
"NET-0833","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","176","17.7.2","2026-02-19 03:52:42","20","37","0"
"NET-0834","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","356","17.7.2","2026-02-19 04:52:42","23","70","0"
"NET-0835","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Warning","15","17.8.4","2026-02-19 10:52:42","35","23","0"
"NET-0836","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","157","17.8.2","2026-02-19 05:52:42","48","44","0"
"NET-0837","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","206","17.7.4","2026-02-19 11:52:42","66","34","0"
"NET-0838","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","180","17.6.2","2026-02-19 05:52:42","23","59","0"
"NET-0839","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","259","17.7.2","2026-02-18 23:52:42","66","54","0"
"NET-0840","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","103","17.8.3","2026-02-19 01:52:42","54","79","0"
"NET-0841","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","146","17.8.3","2026-02-19 13:52:42","17","42","0"
"NET-0842","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","353","17.6.3","2026-02-19 16:52:42","68","30","0"
"NET-0843","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","211","17.6.2","2026-02-18 21:52:42","30","39","0"
"NET-0844","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","13","17.7.3","2026-02-19 12:52:42","27","69","0"
"NET-0845","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","299","17.6.1","2026-02-19 04:52:42","54","59","0"
"NET-0846","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","33","17.8.2","2026-02-18 20:52:42","11","22","0"
"NET-0847","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","24","17.6.2","2026-02-19 01:52:42","63","61","0"
"NET-0848","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","57","17.7.2","2026-02-19 05:52:42","28","27","0"
"NET-0849","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Warning","15","17.6.4","2026-02-18 19:52:42","36","47","0"
"NET-0850","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","364","17.6.3","2026-02-19 13:52:42","13","70","0"
"NET-0851","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","345","17.8.3","2026-02-19 13:52:42","64","28","0"
"NET-0852","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","142","17.7.3","2026-02-19 03:52:42","69","52","0"
"NET-0853","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","168","17.7.3","2026-02-19 04:52:42","61","68","0"
"NET-0854","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","151","17.7.3","2026-02-18 19:52:42","10","58","0"
"NET-0855","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","75","17.6.1","2026-02-19 02:52:42","29","26","0"
"NET-0856","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","56","17.6.1","2026-02-19 07:52:42","18","58","0"
"NET-0857","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Warning","244","17.8.1","2026-02-19 02:52:42","48","38","0"
"NET-0858","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Warning","333","17.8.4","2026-02-19 08:52:42","69","26","0"
"NET-0859","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","43","17.8.3","2026-02-18 19:52:42","38","67","0"
"NET-0860","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","171","17.8.4","2026-02-19 00:52:42","31","32","0"
"NET-0861","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","63","17.7.3","2026-02-19 05:52:42","18","47","0"
"NET-0862","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","131","17.6.2","2026-02-19 06:52:42","39","47","0"
"NET-0863","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Warning","263","17.7.2","2026-02-19 14:52:42","62","46","0"
"NET-0864","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","34","17.8.1","2026-02-19 04:52:42","52","51","0"
"NET-0865","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","32","17.8.1","2026-02-19 00:52:42","73","55","0"
"NET-0866","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","361","17.7.3","2026-02-19 08:52:42","21","70","0"
"NET-0867","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","20","17.8.4","2026-02-19 09:52:42","55","42","0"
"NET-0868","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","277","17.7.3","2026-02-18 22:52:42","32","65","0"
"NET-0869","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","178","17.7.2","2026-02-18 21:52:42","65","44","0"
"NET-0870","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","282","17.6.2","2026-02-19 04:52:42","56","50","0"
"NET-0871","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","222","17.8.3","2026-02-19 11:52:42","11","54","0"
"NET-0872","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Warning","211","17.7.2","2026-02-19 08:52:42","42","63","0"
"NET-0873","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","12","17.8.4","2026-02-19 11:52:42","36","40","0"
"NET-0874","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","324","17.6.1","2026-02-19 00:52:42","19","78","0"
"NET-0875","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","145","17.8.1","2026-02-19 04:52:42","42","50","0"
"NET-0876","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","340","17.8.2","2026-02-19 12:52:42","45","26","0"
"NET-0877","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","167","17.7.2","2026-02-18 21:52:42","73","78","0"
"NET-0878","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Warning","271","17.8.2","2026-02-19 12:52:42","33","62","0"
"NET-0879","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","195","17.8.3","2026-02-19 11:52:42","37","47","0"
"NET-0880","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Warning","148","17.8.1","2026-02-19 14:52:42","67","62","0"
"NET-0881","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","135","17.6.1","2026-02-18 17:52:42","19","38","0"
"NET-0882","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","289","17.8.3","2026-02-19 13:52:42","42","42","0"
"NET-0883","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","59","17.8.4","2026-02-18 22:52:42","44","47","0"
"NET-0884","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","244","17.6.3","2026-02-19 09:52:42","58","54","0"
"NET-0885","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Warning","342","17.8.1","2026-02-19 07:52:42","34","37","0"
"NET-0886","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Warning","78","17.7.1","2026-02-18 19:52:42","18","47","0"
"NET-0887","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","267","17.7.4","2026-02-19 01:52:42","30","47","0"
"NET-0888","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","37","17.6.3","2026-02-19 08:52:42","65","74","0"
"NET-0889","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","178","17.7.1","2026-02-19 12:52:42","56","65","0"
"NET-0890","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","71","17.8.2","2026-02-19 13:52:42","18","24","0"
"NET-0891","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","27","17.7.4","2026-02-19 01:52:42","52","46","0"
"NET-0892","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","296","17.7.2","2026-02-19 16:52:42","44","63","0"
"NET-0893","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","4","17.6.1","2026-02-19 00:52:42","13","69","0"
"NET-0894","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","267","17.8.4","2026-02-19 13:52:42","25","22","0"
"NET-0895","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Warning","201","17.7.1","2026-02-19 03:52:42","55","57","0"
"NET-0896","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","262","17.6.1","2026-02-19 13:52:42","12","33","0"
"NET-0897","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","171","17.8.2","2026-02-19 11:52:42","52","64","0"
"NET-0898","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","28","17.8.3","2026-02-19 12:52:42","57","66","0"
"NET-0899","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","123","17.6.2","2026-02-18 22:52:42","11","36","0"
"NET-0900","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","244","17.8.1","2026-02-19 14:52:42","19","20","0"
"NET-0901","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","38","17.6.1","2026-02-19 12:52:42","43","75","0"
"NET-0902","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","284","17.6.2","2026-02-19 09:52:42","32","38","0"
"NET-0903","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","145","17.8.3","2026-02-19 15:52:42","11","48","0"
"NET-0904","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","4","17.8.4","2026-02-19 06:52:42","32","49","0"
"NET-0905","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","117","17.8.3","2026-02-19 00:52:42","34","65","0"
"NET-0906","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","290","17.6.2","2026-02-19 08:52:42","45","66","0"
"NET-0907","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","12","17.6.2","2026-02-19 03:52:42","32","27","0"
"NET-0908","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Warning","95","17.6.1","2026-02-19 13:52:42","24","61","0"
"NET-0909","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","121","17.8.3","2026-02-19 02:52:42","54","51","0"
"NET-0910","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","25","17.6.1","2026-02-19 00:52:42","57","20","0"
"NET-0911","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","7","17.6.1","2026-02-19 13:52:42","39","25","0"
"NET-0912","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","181","17.6.1","2026-02-19 04:52:42","21","63","0"
"NET-0913","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","351","17.8.1","2026-02-19 07:52:42","32","39","0"
"NET-0914","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","337","17.8.3","2026-02-18 22:52:42","35","49","0"
"NET-0915","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","79","17.8.3","2026-02-19 07:52:42","70","46","0"
"NET-0916","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","31","17.8.2","2026-02-19 07:52:42","72","39","0"
"NET-0917","Access Point","Cisco Catalyst 9120AXI","Foster HS","Warning","60","17.7.2","2026-02-19 09:52:42","40","20","0"
"NET-0918","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Critical","124","17.8.4","2026-02-18 23:52:42","46","76","0"
"NET-0919","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","243","17.6.2","2026-02-18 22:52:42","47","50","0"
"NET-0920","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Warning","292","17.6.2","2026-02-19 16:52:42","57","59","0"
"NET-0921","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","39","17.7.1","2026-02-19 03:52:42","60","48","0"
"NET-0922","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","135","17.8.2","2026-02-19 06:52:42","13","27","0"
"NET-0923","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","145","17.8.3","2026-02-19 04:52:42","22","24","0"
"NET-0924","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","355","17.7.2","2026-02-19 05:52:42","24","53","0"
"NET-0925","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","254","17.6.3","2026-02-19 05:52:42","27","48","0"
"NET-0926","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","246","17.6.1","2026-02-19 13:52:42","57","49","0"
"NET-0927","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","330","17.8.1","2026-02-18 21:52:42","33","57","0"
"NET-0928","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","146","17.6.4","2026-02-19 04:52:42","40","59","0"
"NET-0929","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","246","17.8.1","2026-02-18 17:52:42","26","20","0"
"NET-0930","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","218","17.7.3","2026-02-19 11:52:42","44","73","0"
"NET-0931","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","243","17.7.4","2026-02-19 15:52:42","68","49","0"
"NET-0932","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","285","17.8.4","2026-02-18 18:52:42","65","65","0"
"NET-0933","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","146","17.7.1","2026-02-19 08:52:42","51","32","0"
"NET-0934","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","267","17.6.4","2026-02-19 05:52:42","73","32","0"
"NET-0935","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","187","17.6.1","2026-02-19 04:52:42","69","48","0"
"NET-0936","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","79","17.8.1","2026-02-19 11:52:42","44","43","0"
"NET-0937","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Critical","336","17.8.4","2026-02-19 09:52:42","47","34","0"
"NET-0938","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","345","17.6.1","2026-02-18 17:52:42","72","48","0"
"NET-0939","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","14","17.7.4","2026-02-18 21:52:42","31","60","0"
"NET-0940","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Critical","305","17.7.2","2026-02-19 10:52:42","44","71","0"
"NET-0941","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","7","17.8.1","2026-02-19 06:52:42","47","57","0"
"NET-0942","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","9","17.6.3","2026-02-19 11:52:42","54","78","0"
"NET-0943","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","155","17.6.1","2026-02-18 19:52:42","66","22","0"
"NET-0944","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","135","17.8.1","2026-02-19 14:52:42","49","48","0"
"NET-0945","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","294","17.7.3","2026-02-19 12:52:42","39","71","0"
"NET-0946","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","8","17.6.2","2026-02-19 03:52:42","22","40","0"
"NET-0947","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","214","17.7.1","2026-02-19 10:52:42","70","38","0"
"NET-0948","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","256","17.7.1","2026-02-18 19:52:42","22","64","0"
"NET-0949","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","121","17.7.1","2026-02-19 03:52:42","60","22","0"
"NET-0950","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","100","17.8.2","2026-02-19 01:52:42","14","43","0"
"NET-0951","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","6","17.8.2","2026-02-19 05:52:42","16","36","0"
"NET-0952","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","349","17.6.2","2026-02-19 07:52:42","19","43","0"
"NET-0953","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","294","17.8.4","2026-02-18 20:52:42","17","26","0"
"NET-0954","Access Point","Cisco Catalyst 9120AXI","Keller HS","Warning","58","17.6.3","2026-02-19 14:52:42","10","66","0"
"NET-0955","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","320","17.7.4","2026-02-19 09:52:42","66","25","0"
"NET-0956","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","290","17.8.4","2026-02-18 19:52:42","13","66","0"
"NET-0957","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","1","17.8.1","2026-02-18 21:52:42","54","23","0"
"NET-0958","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","216","17.7.4","2026-02-19 11:52:42","56","49","0"
"NET-0959","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","229","17.6.3","2026-02-19 01:52:42","18","36","0"
"NET-0960","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","240","17.7.4","2026-02-19 01:52:42","43","39","0"
"NET-0961","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","64","17.8.3","2026-02-19 00:52:42","28","71","0"
"NET-0962","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","135","17.8.3","2026-02-19 13:52:42","34","44","0"
"NET-0963","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","349","17.6.2","2026-02-19 00:52:42","41","38","0"
"NET-0964","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","332","17.7.3","2026-02-19 16:52:42","73","35","0"
"NET-0965","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","193","17.8.4","2026-02-19 15:52:42","10","56","0"
"NET-0966","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","194","17.6.1","2026-02-19 08:52:42","56","31","0"
"NET-0967","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","270","17.8.4","2026-02-18 21:52:42","37","42","0"
"NET-0968","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","265","17.6.4","2026-02-19 03:52:42","63","75","0"
"NET-0969","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","32","17.6.3","2026-02-18 23:52:42","10","79","0"
"NET-0970","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","223","17.8.2","2026-02-19 04:52:42","10","26","0"
"NET-0971","Access Point","Cisco Catalyst 9120AXI","Keller HS","Warning","179","17.6.1","2026-02-19 09:52:42","52","71","0"
"NET-0972","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","244","17.6.1","2026-02-18 17:52:42","41","38","0"
"NET-0973","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","329","17.8.1","2026-02-19 03:52:42","65","78","0"
"NET-0974","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","123","17.6.3","2026-02-18 23:52:42","49","32","0"
"NET-0975","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","294","17.7.2","2026-02-19 04:52:42","43","60","0"
"NET-0976","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","227","17.8.3","2026-02-19 15:52:42","60","49","0"
"NET-0977","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","110","17.6.4","2026-02-18 17:52:42","53","35","0"
"NET-0978","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","52","17.8.1","2026-02-19 04:52:42","34","25","0"
"NET-0979","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","136","17.6.2","2026-02-19 05:52:42","12","26","0"
"NET-0980","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","47","17.7.2","2026-02-19 14:52:42","59","57","0"
"NET-0981","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","314","17.8.1","2026-02-18 18:52:42","59","78","0"
"NET-0982","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","97","17.7.2","2026-02-19 00:52:42","20","54","0"
"NET-0983","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","219","17.7.1","2026-02-19 12:52:42","50","45","0"
"NET-0984","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","80","17.8.2","2026-02-19 01:52:42","41","57","0"
"NET-0985","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Critical","86","17.7.4","2026-02-18 18:52:42","14","41","0"
"NET-0986","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","27","17.6.4","2026-02-19 13:52:42","65","51","0"
"NET-0987","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","238","17.7.4","2026-02-19 00:52:42","67","33","0"
"NET-0988","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","105","17.7.2","2026-02-19 08:52:42","45","74","0"
"NET-0989","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","75","17.7.4","2026-02-19 07:52:42","55","51","0"
"NET-0990","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","186","17.8.1","2026-02-18 19:52:42","31","59","0"
"NET-0991","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","23","17.7.2","2026-02-19 16:52:42","56","40","0"
"NET-0992","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Warning","115","17.7.4","2026-02-19 01:52:42","28","34","0"
"NET-0993","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","160","17.6.4","2026-02-19 04:52:42","35","78","0"
"NET-0994","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","104","17.6.3","2026-02-19 09:52:42","36","79","0"
"NET-0995","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","125","17.6.3","2026-02-18 17:52:42","18","26","0"
"NET-0996","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","228","17.7.1","2026-02-19 08:52:42","33","77","0"
"NET-0997","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","268","17.7.3","2026-02-19 06:52:42","54","65","0"
"NET-0998","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","125","17.7.4","2026-02-19 02:52:42","10","72","0"
"NET-0999","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","14","17.8.2","2026-02-19 06:52:42","52","47","0"
"NET-1000","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","150","17.7.3","2026-02-19 06:52:42","50","34","0"
"NET-1001","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","262","17.8.1","2026-02-19 13:52:42","12","53","0"
"NET-1002","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","316","17.6.3","2026-02-19 06:52:42","39","71","0"
"NET-1003","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","230","17.7.2","2026-02-19 02:52:42","48","45","0"
"NET-1004","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","202","17.7.3","2026-02-19 03:52:42","19","40","0"
"NET-1005","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","25","17.6.3","2026-02-19 00:52:42","24","63","0"
"NET-1006","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","178","17.7.1","2026-02-19 14:52:42","59","72","0"
"NET-1007","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","2","17.8.4","2026-02-18 19:52:42","31","20","0"
"NET-1008","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","107","17.8.4","2026-02-18 19:52:42","68","54","0"
"NET-1009","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","328","17.6.2","2026-02-19 04:52:42","46","60","0"
"NET-1010","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","9","17.8.2","2026-02-18 19:52:42","71","74","0"
"NET-1011","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","5","17.6.3","2026-02-19 09:52:42","43","77","0"
"NET-1012","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","265","17.8.1","2026-02-19 11:52:42","14","76","0"
"NET-1013","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","275","17.7.4","2026-02-19 15:52:42","50","39","0"
